freelunch,name,ell,dbn,black,asian,female,year,hisp,sped,male,white
72.1,JHS 014 SHELL BANK                              ,17.5,22K014,61.3,10.3,45.9,2011-2012,13.9,29.3,54.1,14.4
65.4,PS 052 SHEEPSHEAD BAY                           ,15.2,22K052,17.8,5.1,46.6,2011-2012,12.5,14.2,53.4,64.3
54.1,JHS 078 ROY H MANN                              ,4.3,22K078,71.1,3.8,47.9,2011-2012,9.1,18.5,52.1,15
78.7,PS 109                                          ,12.8,22K109,76.4,1.3,48.6,2011-2012,20.7,21,51.4,1.6
64.2,PS 119 AMERSFORT                                ,10.4,22K119,76.6,10.6,50.7,2011-2012,11.4,11.2,49.3,1.2
92.9,K134                                            ,19.1,22K134,25.1,27.4,51.9,2011-2012,23,11,48.1,24.1
79.1,PS 139 ALEXINE A. FENTY                         ,23.3,22K139,36.8,18.1,51.8,2011-2012,34,9.4,48.2,10
74,SCHOOL OF SCIENCE & TECHNOLOGY                  ,12,22K152,68.9,5.6,49.9,2011-2012,19.3,11.5,50.1,4.9
63.4,PS 193 GIL HODGES                               ,12.4,22K193,54.3,13.9,49.1,2011-2012,14.3,12.2,50.9,15
82.3,PS 194 RAOUL WALLENBERG                         ,10.5,22K194,46.3,11.4,52.8,2011-2012,29.5,18.4,47.2,11.9
21.1,PS 195 MANHATTAN BEACH                          ,9.4,22K195,3.3,1.2,46.4,2011-2012,1.4,4.9,53.6,93.6
61.4,PS 197 BROOKLYN                                 ,15.3,22K197,22.1,9.5,49.8,2011-2012,21.8,21.2,50.2,46.2
66.3,PS 198 BROOKLYN                                 ,4.1,22K198,88,3.1,49.4,2011-2012,6.1,9.6,50.6,0.7
73.9,PS 203 FLOYD BENNETT                            ,5.3,22K203,82.1,2,49.1,2011-2012,9.7,14,50.9,5.5
62,PS 206 JOSEPH F LAMB                            ,15.5,22K206,3.8,48.8,48.5,2011-2012,8.6,9.2,51.5,38.5
35.9,PS 207 ELIZABETH C LEARY                        ,2.4,22K207,30.7,9.3,50,2011-2012,13.8,12.4,50,45.1
78,PS 217 COLONEL DAVID MARCUS SCHOOL              ,20.1,22K217,12.7,50.3,50,2011-2012,19.6,12.4,50,15.8
40.2,PS 222 KATHERINE R SNYDER                       ,6.1,22K222,17.9,18.5,46.7,2011-2012,17.5,17.6,53.3,44.2
60.2,JHS 234 ARTHUR W CUNNINGHAM                     ,6.9,22K234,19.1,27.6,49.6,2011-2012,13.1,7.2,50.4,39.8
33.6,PS 236 MILL BASIN                               ,4.1,22K236,26,6.7,52.4,2011-2012,7.5,13.2,47.6,58.4
73.8,ANDRIES HUDDE                                   ,9.6,22K240,68.6,15.3,48.3,2011-2012,13,14.5,51.7,2.9
90.7,PS 245                                          ,9.6,22K245,67.8,0.4,54.4,2011-2012,30.3,8.4,45.6,1.5
74.4,PS 251 PAEDERGAT                                ,5.5,22K251,80.6,3.5,47.8,2011-2012,11.4,15.1,52.2,4.4
64.9,PS 254 DAG HAMMARSKJOLD                         ,18.7,22K254,5,34.7,51.4,2011-2012,10.1,7.6,48.6,49.7
59,PS 255 BARBARA REING SCHOOL                     ,16,22K255,4.2,22.9,42.7,2011-2012,14.2,17.6,57.3,57.6
81.6,PS 269 NOSTRAND                                 ,11.5,22K269,92.5,1.3,47.8,2011-2012,5.4,17.7,52.2,0.9
29.4,PS 277 GERRITSEN BEACH                          ,1.9,22K277,4.2,4.2,51.2,2011-2012,12.1,15.1,48.8,79
62.6,JHS 278 MARINE PARK                             ,4.4,22K278,48.8,5.8,53.7,2011-2012,15.9,13.6,46.3,29
41.5,PS 312 BERGEN BEACH                             ,3,22K312,36.5,3.3,50,2011-2012,10.3,12.7,50,48.3
72,P.S. 315 DIST 22.                               ,11.5,22K315,73.4,7.9,51,2011-2012,15.2,11.2,49,2.9
66.2,PS 326                                          ,22.9,22K326,68.7,12.8,52,2011-2012,14.5,6.1,48,2.2
80.6,P.S. 361                                        ,9.2,22K361,91.6,1,43.7,2011-2012,6.4,8.2,56.3,0.8
54.3,I. S. 381                                       ,4.1,22K381,62.4,9,47.7,2011-2012,19.8,13.4,52.3,8.8
41.2,MIDWOOD HIGH SCHOOL                             ,3.7,22K405,35.2,31.7,54.7,2011-2012,11.7,5.2,45.3,21.2
58.3,JAMES MADISON HIGH SCHOOL                       ,13.2,22K425,17.9,20.8,45.6,2011-2012,14.5,12.4,54.4,46.4
53.1,SHEEPSHEAD BAY HIGH SCHOOL                      ,21.7,22K495,61.8,12,46.8,2011-2012,15.8,13.1,53.2,10.1
29,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES  ,0.5,22K535,9.4,13.5,58.8,2011-2012,10.8,7.3,41.2,65.6
48.4,BROOKLYN COLLEGE ACADEMY                        ,0.2,22K555,77.9,5.9,63.7,2011-2012,12.4,1.7,36.3,2.7
91.1,PS 041 FRANCIS WHITE                            ,5.6,23K041,67.3,0.8,49.7,2011-2012,30.2,22.2,50.3,0.9
85.5,PS 073 THOMAS S. BOYLAND                        ,6,23K073,81.5,1,45,2011-2012,15.4,19.5,55,1.8
98.8,PS 137 RACHEL JEAN MITCHELL                     ,4.4,23K137,79.9,0.3,50,2011-2012,19.5,16,50,0
97.3,PS 150 CHRISTOPHER                              ,12.5,23K150,65.1,0.4,43.5,2011-2012,32.3,21.1,56.5,1.3
92.1,PS 155 NICHOLAS HERKIMER                        ,10.9,23K155,58.8,1.5,49.6,2011-2012,38,18.6,50.4,1.3
79,PS 156 WAVERLY                                  ,3.8,23K156,81.5,0.6,45.6,2011-2012,16.9,10.7,54.4,0.6
77.9,PS 165 IDA POSNER                               ,3.9,23K165,89.7,0.8,46.4,2011-2012,7.8,17.4,53.6,1.5
85.8,PS 178 ST.CLAIR MCKELWAY                        ,5.2,23K178,78.8,0.5,49.7,2011-2012,17.9,10.3,50.3,1.6
95,PS 184 NEWPORT                                  ,5.5,23K184,76.3,0.2,48.8,2011-2012,21.9,11.4,51.2,1.1
90.7,PS 284 LEW WALLACE                              ,6.3,23K284,72.6,0.6,46.4,2011-2012,25.1,21.4,53.6,1.1
80,PS 298 DR. BETTY SHABAZZ                        ,4.3,23K298,78.7,0.8,48.7,2011-2012,18.6,20.5,51.3,1
76.4,PS/IS 323                                       ,4.1,23K323,81.8,0,49.9,2011-2012,17.6,19.2,50.1,0.2
78.5,PS 327 DR. ROSE B. ENGLISH                      ,4.7,23K327,78.2,1.4,53.7,2011-2012,18.9,16,46.3,1.5
85.2,PS 332 CHARLES H HOUSTON                        ,8.7,23K332,65.4,0.5,44.7,2011-2012,31.7,23.1,55.3,1.9
63.7,IS 392                                          ,0.6,23K392,78.8,4.5,61.4,2011-2012,15.8,4.2,38.6,0.3
60,CHRISTOPHER AVENUE COMMUNITY SCHOOL             ,4.7,23K401,67.8,1.2,45,2011-2012,28.7,14.6,55,0.6
74.5,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL     ,1.6,23K493,88.1,1.9,49.3,2011-2012,8.3,12.1,50.7,0.5
66.9,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL      ,1.4,23K514,88.5,0.8,51.5,2011-2012,10.4,20.3,48.5,0
78.1,KAPPA V                                         ,2.4,23K518,87.8,0.4,48.4,2011-2012,10.6,24.4,51.6,0
73.6,MOTT HALL IV                                    ,1.6,23K522,89,0.4,57.7,2011-2012,10.6,6.5,42.3,0
94.9,GENERAL D. CHAPPIE JAMES ELEMENTARY SCHOOL OF SC,4,23K631,81.9,2.2,47.3,2011-2012,13.9,14.6,52.7,0.2
81.8,GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENC,3.8,23K634,86.1,1.4,43.8,2011-2012,12,22.6,56.3,0
62.3,BROOKLYN DEMOCRACY ACADEMY                      ,2.4,23K643,85.9,1.5,52.2,2011-2012,11.7,16.1,47.8,0.5
67,EAGLE ACADEMY FOR YOUNG MEN II                  ,3,23K644,87.8,0,0,2011-2012,11.3,24.1,100,0.6
72.5,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL            ,2.2,23K646,77.8,1.5,53.8,2011-2012,20,7.3,46.2,0.4
72.1,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL           ,1.1,23K647,86.2,0,51.4,2011-2012,13.8,8.8,48.6,0
71.4,MOTT HALL BRIDGES MIDDLE SCHOOL                 ,1.6,23K671,84.4,0,51.6,2011-2012,14.8,20.5,48.4,0
69.8,TEACHERS PREPARATORY HIGH SCHOOL                ,1.8,23K697,84.8,0.7,65.9,2011-2012,13.1,11,34.1,1.2
73.7,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL ,20.7,24Q005,1.5,44.3,47.7,2011-2012,51.5,14.9,52.3,2.5
78.8,PS 007 LOUIS F. SIMEONE                         ,54.2,24Q007,0.8,58.8,46.8,2011-2012,38.4,9.5,53.2,1.9
79.7,PS 012 JAMES B COLGATE                          ,29.5,24Q012,0.2,54,48.2,2011-2012,42.6,9.9,51.8,2.9
68.6,PS 013 CLEMENT C MOORE                          ,34.4,24Q013,9.7,32.4,49.7,2011-2012,54.1,7.7,50.3,3.1
75.7,PS 014 FAIRVIEW                                 ,32.1,24Q014,4.7,8.3,47.9,2011-2012,83.6,11.3,52.1,3.1
82.3,P.S.16Q                                         ,40.1,24Q016,0.4,12,50.8,2011-2012,85.8,9.4,49.2,1.7
73.5,PS 019 MARINO JEANTET                           ,61.4,24Q019,0.1,9.7,49.9,2011-2012,89.6,12.8,50.1,0.3
85.7,P.S. 28 - THE THOMAS EMANUEL EARLY CHILDHOOD CEN,45.8,24Q028,0,6.7,48.1,2011-2012,91.8,15.3,51.9,1.1
34.2,PS 049 DOROTHY BONAWIT KOLE                     ,4.7,24Q049,1.4,15.1,46.6,2011-2012,29.2,12,53.4,54.2
56.3,PS 58 - SCHOOL OF HEROES                        ,15,24Q058,1.1,32.4,47.7,2011-2012,38.2,14.6,52.3,27.8
86.1,IS 061 LEONARDO DA VINCI                        ,35.4,24Q061,5.5,11.6,44.8,2011-2012,81.3,13.4,55.2,1.5
72.3,PS 068 CAMBRIDGE                                ,23.1,24Q068,4,4,47.5,2011-2012,80.6,15.2,52.5,11.2
62.7,PS 071 FOREST                                   ,16.9,24Q071,1.8,4.4,48.4,2011-2012,50.7,12.5,51.6,43
71.7,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHO,16.2,24Q073,1.2,25.8,49,2011-2012,58.4,13.7,51,14.5
67.5,IS 077                                          ,18.8,24Q077,3.5,8.2,46.5,2011-2012,74.3,18.2,53.5,14
77.3,PS 081 JEAN PAUL RICHTER                        ,17.7,24Q081,1.3,5.7,48.1,2011-2012,87.2,17,51.9,5.1
57,PS 087 MIDDLE VILLAGE                           ,8.1,24Q087,1.5,4.8,48.9,2011-2012,45.1,25.9,51.1,44.6
61.1,PS 088 SENECA                                   ,18.9,24Q088,1.6,8.5,51,2011-2012,53.5,17.6,49,36
87.1,PS 089 ELMHURST                                 ,42.2,24Q089,0.2,20.1,49.5,2011-2012,77.3,11.2,50.5,2.4
62.2,PS 091 RICHARD ARKWRIGHT                        ,8.6,24Q091,1.9,4.9,47.9,2011-2012,52.4,17.6,52.1,40.4
69.2,IS 093 RIDGEWOOD                                ,13.3,24Q093,1.6,9.3,49.8,2011-2012,70.4,14.6,50.2,18.8
71.1,PS 102 BAYVIEW                                  ,19,24Q102,1.3,56.6,47.7,2011-2012,37.7,10.9,52.3,2.9
59.6,PS 113 ISAAC CHAUNCEY                           ,1.3,24Q113,0.9,6.8,47.8,2011-2012,33.6,11.6,52.2,58.5
44.3,IS 119 THE GLENDALE                             ,6.2,24Q119,2.4,20.4,45.2,2011-2012,39.2,16.2,54.8,37
70.7,IS 125 THOM J MCCANN WOODSIDE                   ,19,24Q125,2.7,37.8,48.4,2011-2012,53.5,11.4,51.6,5.8
22.3,PS 128 JUNIPER VALLEY                           ,4.5,24Q128,0.6,4.9,52.6,2011-2012,18,10,47.4,75.8
91.7,PS 143 LOUIS ARMSTRONG                          ,33,24Q143,1.9,6,47.8,2011-2012,91.7,9.1,52.2,0.4
54,PS 153 MASPETH ELEM                             ,9.7,24Q153,1,7.1,50.4,2011-2012,48,11.6,49.6,43.8
71.2,PS 199 MAURICE A FITZGERALD                     ,44.1,24Q199,0.5,34.4,51.2,2011-2012,58.3,12.3,48.8,5.9
50.3,PS 229 EMMANUEL KAPLAN                          ,9.6,24Q229,1.7,34.3,49.1,2011-2012,39.9,15.3,50.9,23.9
85.9,P.S. 239                                        ,29.1,24Q239,3.5,11,49.8,2011-2012,75.9,14.9,50.2,9.4
62.8,ACADEMY OF FINANCE AND ENTERPRISE               ,7.9,24Q264,9.8,17.9,50.7,2011-2012,56.4,9.8,49.3,15.2
66.9,HIGH SCHOOL OF APPLIED COMMUNICATION            ,10.3,24Q267,12.9,13.9,56.2,2011-2012,57.2,16.2,43.8,16
62.9,P.S. 290                                        ,20.3,24Q290,2.3,25,58.6,2011-2012,48.4,13.3,41.4,21.9
71,CIVIC LEADERSHIP ACADEMY                        ,9.1,24Q293,9.1,7.8,55.5,2011-2012,79.3,18.5,44.5,3.3
78.3,PAN AMERICAN INTERNATIONAL HIGH SCHOOL          ,91.3,24Q296,0,0,52.2,2011-2012,100,0.8,47.8,0
39.2,BARD HIGH SCHOOL EARLY COLLEGE II               ,0.3,24Q299,16.2,32,60.7,2011-2012,21.2,0,39.3,30.3
75.1,LEARNERS AND LEADERS                            ,22.2,24Q305,2.6,7.4,43.4,2011-2012,79.6,17.9,56.6,10.2
92,PIONEER ACADEMY                                 ,32.5,24Q307,2.5,5.4,50.1,2011-2012,91.5,12.9,49.9,0.4
94.7,P.S. 330                                        ,42.3,24Q330,0.9,3.6,53.2,2011-2012,92.3,16.8,46.8,2.3
56.2,NEWTOWN HIGH SCHOOL                             ,30,24Q455,9.3,24.6,42.5,2011-2012,60.3,10.3,57.5,5.3
41.4,GROVER CLEVELAND HIGH SCHOOL                    ,21.6,24Q485,4.4,9.1,45,2011-2012,63.5,12.7,55,22.7
58.9,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNIT,0.2,24Q520,9.5,7.8,47.1,2011-2012,71.4,13.1,52.9,11.3
75.7,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY,76.5,24Q530,2,43,54,2011-2012,44,0,46,10.3
69.6,HIGH SCHOOL FOR ARTS AND BUSINESS               ,13.3,24Q550,8.3,9.1,56.9,2011-2012,79.2,12.2,43.1,3
60.5,ROBERT F. WAGNER JR.                            ,3.8,24Q560,6.2,20.8,53.4,2011-2012,62.4,12.3,46.6,10.5
40,MASPETH HIGH SCHOOL                             ,5.2,24Q585,4.8,19.8,53.2,2011-2012,46,8.1,46.8,29
71.9,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL     ,6.4,24Q600,6.9,10.2,39.7,2011-2012,74.2,13.7,60.3,8.7
61.2,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOO,3.2,24Q610,6.8,27.1,14.7,2011-2012,55.3,5.3,85.3,10.1
59.1,VOYAGES PREPARATORY                             ,3.6,24Q744,23,8.1,49.6,2011-2012,61.7,6,50.4,6.9
78.2,51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLEN,31.3,24Q877,0.6,57.2,45.1,2011-2012,40.2,15.1,54.9,1.3
86.9,PS 020 JOHN BOWNE                               ,34.7,25Q020,3,72.1,49.1,2011-2012,22.3,7.5,50.9,2.3
68.3,PS 021 EDWARD HART                              ,11.2,25Q021,1.6,57.2,47.8,2011-2012,28.8,10.5,52.2,11.9
77.9,PS 022 THOMAS JEFFERSON                         ,34,25Q022,1.6,61.1,48.5,2011-2012,32.9,6.3,51.5,3.9
64.5,PS 024 ANDREW JACKSON                           ,39.1,25Q024,4.2,81.3,45.4,2011-2012,12.3,10.8,54.6,2.3
43.7,I S 025 ADRIEN BLOCK                            ,7.1,25Q025,3.4,45.2,47.3,2011-2012,23.5,15.7,52.7,27.5
62.6,PS 029 QUEENS                                   ,24.4,25Q029,3.6,30,50.6,2011-2012,50.9,13.3,49.4,15.4
44.5,PS 032 STATE STREET                             ,11.5,25Q032,0.8,64.1,47.8,2011-2012,19.2,8.7,52.2,15
34.8,PS 079 FRANCIS LEWIS                            ,8.4,25Q079,1,32.5,46.3,2011-2012,21,14.7,53.7,44.4
45.5,PS 107 THOMAS A DOOLEY                          ,11.3,25Q107,1.7,51.5,48.1,2011-2012,26.4,12.8,51.9,19.6
66.9,PS 120 QUEENS                                   ,32.2,25Q120,0.7,79.5,48.7,2011-2012,16.8,5.7,51.3,2.9
57.4,PS 129 PATRICIA LARKIN                          ,13.2,25Q129,2.5,29.6,52.5,2011-2012,49.5,10.8,47.5,17.8
33.1,PS 130                                          ,12.6,25Q130,5.6,56,49.3,2011-2012,14.1,10.3,50.7,23.2
64.8,PS 154 QUEENS                                   ,19.4,25Q154,10.2,50,46.3,2011-2012,23.8,9,53.7,14.5
70.7,PS 163 FLUSHING HEIGHTS                         ,29.3,25Q163,2.4,75.4,48.9,2011-2012,18.2,6.1,51.1,3.8
61,PS 164 QUEENS VALLEY                            ,13,25Q164,9.3,27.7,51.8,2011-2012,27.7,14.1,48.2,34.9
58.5,PS 165 EDITH K. BERGTRAUM                       ,13.9,25Q165,14.4,43.5,47.1,2011-2012,23.2,18,52.9,18.6
26.4,PS 169 BAY TERRACE                              ,4.2,25Q169,3.4,30.4,48.6,2011-2012,18.9,14.4,51.4,45.7
36.8,PS 184 FLUSHING MANOR                           ,9.9,25Q184,0.8,29.7,54.6,2011-2012,16.9,11.1,45.4,51.8
59.7,JHS 185 EDWARD BLEEKER                          ,11.8,25Q185,8.1,47.4,45.5,2011-2012,27.2,11.6,54.5,16.7
74.7,JHS 189 DANIEL CARTER BEARD                     ,29.2,25Q189,3.9,65,48.8,2011-2012,27,10.9,51.2,3.8
25.5,PS 193 ALFRED J KENNEDY                         ,11.5,25Q193,0.9,18.8,51.7,2011-2012,15.5,12.4,48.3,64.9
26.6,JHS 194 WILLIAM CARR                            ,7,25Q194,1.7,30.6,48.1,2011-2012,28.1,12.6,51.9,39
59.6,PS 200 POMONOK                                  ,6.3,25Q200,21.8,18,47.7,2011-2012,36,19,52.3,22.6
78.5,PS 201 KISSENA                                  ,8.6,25Q201,41.4,17.9,51.9,2011-2012,31.7,16.7,48.1,7.4
26.9,PS 209 CLEARVIEW GARDENS                        ,5.7,25Q209,0.9,42.9,49.6,2011-2012,12.1,13.5,50.4,41.1
72.3,PS 214 CADWALLADER COLDEN                       ,15.5,25Q214,6.7,55.9,49.8,2011-2012,30.5,14.5,50.2,5.2
65.6,PS 219 PAUL KLAPPER                             ,14.3,25Q219,15.1,37.7,46.2,2011-2012,30.4,27.2,53.8,16.3
80.2,IS 237                                          ,23.7,25Q237,8.5,67.4,46.5,2011-2012,20.5,12.9,53.5,3.2
54.7,PS 242                                          ,32.8,25Q242,4.3,72,46.1,2011-2012,17.6,15.8,53.9,4.8
63.3,ACTIVE LEARNING ELEMENTARY SCHOOL               ,46.1,25Q244,1.9,82.8,52,2011-2012,11.5,7.8,48,3.2
58,I S 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE S,14,25Q250,29.6,25.1,49,2011-2012,25.6,18.8,51,19.4
41.3,THE QUEENS SCHOOL OF INQUIRY                    ,2.7,25Q252,17,40.2,53.3,2011-2012,24.2,11.8,46.7,18.1
84.1,FLUSHING INTERNATIONAL HIGH SCHOOL              ,88.6,25Q263,1.2,64.5,42.7,2011-2012,32.7,0.7,57.3,1.7
53.3,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES       ,13.6,25Q281,14.8,62.7,45.9,2011-2012,17.9,9.4,54.1,3.4
33.5,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SC,0.8,25Q285,8.4,19.3,57.8,2011-2012,20.3,17.8,42.2,51.6
37.4,BELL ACADEMY                                    ,6.2,25Q294,5.6,32.9,51.3,2011-2012,23.1,18.4,48.7,37.7
68.2,JOHN BOWNE HIGH SCHOOL                          ,24.7,25Q425,19.2,34.3,50.8,2011-2012,40.7,9.8,49.2,5.2
67.6,FLUSHING HIGH SCHOOL                            ,20,25Q460,26.5,19.9,44.2,2011-2012,49.8,11.7,55.8,3.2
35.3,THE QUEENS COLLEGE SCHOOL FOR MATH  SCIENC      ,4,25Q499,31.3,43.4,49.5,2011-2012,15.4,6.1,50.5,8.8
29.2,TOWNSEND HARRIS HIGH SCHOOL                     ,0,25Q525,5.9,55.5,71.1,2011-2012,12.9,0.2,28.9,24.6
63.7,QUEENS ACADEMY HIGH SCHOOL                      ,6.4,25Q540,42.3,15.8,40.6,2011-2012,35.9,8.9,59.4,5.4
46.4,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL         ,7.5,25Q670,11.5,28.4,46.2,2011-2012,35.4,18.4,53.8,24.5
54.1,NORTH QUEENS COMMUNITY HIGH SCHOOL              ,1.5,25Q792,42.4,10.1,54.5,2011-2012,33.3,11.6,45.5,14.1
42,PS 018 WINCHESTER                               ,8.6,26Q018,7.9,73,48.3,2011-2012,13.2,7.3,51.7,5.6
40.7,PS 026 RUFUS KING                               ,9.1,26Q026,8.4,65.1,48.2,2011-2012,15.3,13.5,51.8,9.3
48.5,PS 031 BAYSIDE                                  ,15.3,26Q031,8.2,52.3,50.6,2011-2012,21.6,6.9,49.4,17.4
20.3,PS 041 CROCHERON                                ,3.5,26Q041,2,44.7,48,2011-2012,14.8,10.4,52,37.7
29.1,PS 046 ALLEY POND                               ,11,26Q046,6.8,57.8,46.4,2011-2012,14.4,26,53.6,18.2
19.4,JHS 067 LOUIS PASTEUR                           ,3.1,26Q067,3.6,59.5,49.2,2011-2012,9,9.5,50.8,27.3
32.8,JHS 074 NATHANIEL HAWTHORNE                     ,4.8,26Q074,4.5,64,48.9,2011-2012,9.3,13.5,51.1,21.4
21.9,PS 094 DAVID D PORTER                           ,7.5,26Q094,1.6,47.8,45.7,2011-2012,19.4,11.5,54.3,30.7
6.4,PS 098 THE DOUGLASTON SCHOOL                    ,1.7,26Q098,1.3,25.1,48.1,2011-2012,8.5,8.5,51.9,57.9
37.3,PS 115 GLEN OAKS                                ,7.5,26Q115,5.2,65.6,49.2,2011-2012,13,11.6,50.8,14.3
42.7,PS 133 QUEENS                                   ,10.3,26Q133,7.3,58.4,45.3,2011-2012,19.1,17.4,54.7,14.8
36,JHS 158 MARIE CURIE                             ,6.6,26Q158,5.6,58.6,46.3,2011-2012,15.4,12.7,53.7,20.3
33.3,PS 159                                          ,10.1,26Q159,3.2,46,49.9,2011-2012,17.6,13.6,50.1,32.7
40.1,PS 162 JOHN GOLDEN                              ,10.9,26Q162,1.5,68.4,44.8,2011-2012,8.8,6.5,55.2,21
40.1,IRWIN ALTMAN MIDDLE SCHOOL 172                  ,2.8,26Q172,10.3,59,47.2,2011-2012,15.3,13.7,52.8,14.8
45.3,PS 173 FRESH MEADOWS                            ,11.1,26Q173,1.8,61.5,50.6,2011-2012,9.8,8.1,49.4,26.5
30.8,PS 178 HOLLISWOOD                               ,3,26Q178,8,18.5,49.2,2011-2012,16.5,6.6,50.8,56.4
18.7,PS 186 CASTLEWOOD                               ,0.5,26Q186,12.5,31.4,46.6,2011-2012,22.2,24.9,53.4,33.6
14.4,PS 188 KINGSBURY                                ,4.2,26Q188,3.3,53,50.2,2011-2012,8.8,7.5,49.8,34.7
33.3,PS 191 MAYFLOWER                                ,9.9,26Q191,4.1,71.7,47.7,2011-2012,9.7,9.4,52.3,13.5
27.6,PS 203 OAKLAND GARDENS                          ,7.9,26Q203,2.6,71.6,51,2011-2012,6.1,9.7,49,18.5
27.7,PS 205 ALEXANDER GRAHAM BELL                    ,4.8,26Q205,5.5,43.3,47.9,2011-2012,16.4,12.7,52.1,33
34.1,PS 213 CARL ULMAN                               ,7.2,26Q213,5,69.6,48.8,2011-2012,10.8,10.2,51.2,12.4
41.3,JHS 216 GEORGE J RYAN                           ,9.4,26Q216,6.9,65.9,45.2,2011-2012,12.3,10.7,54.8,14.5
22.5,PS 221 NORTH HILLS                              ,10.7,26Q221,2.4,66.7,51.2,2011-2012,10,11.3,48.8,20.8
30.1,P.S./I.S. 266                                   ,2.9,26Q266,11.2,46.1,45.3,2011-2012,13.9,14.3,54.7,27.7
37.3,BENJAMIN N. CARDOZO HIGH SCHOOL                 ,6.1,26Q415,18.4,45.7,52.6,2011-2012,18.6,11.5,47.4,16.8
51.6,FRANCIS LEWIS HIGH SCHOOL                       ,13.2,26Q430,8.3,51.9,50.8,2011-2012,24.1,12.3,49.2,15.5
38.2,MARTIN VAN BUREN HIGH SCHOOL                    ,9.9,26Q435,56.4,24.1,45.7,2011-2012,15.1,11.5,54.3,2.9
52.4,BAYSIDE HIGH SCHOOL                             ,5.7,26Q495,12.7,45.2,50.6,2011-2012,22.3,10.6,49.4,19.6
39.5,QUEENS HIGH SCHOOL OF TEACHING                  ,2.5,26Q566,46.3,23.8,54.2,2011-2012,16.8,13.9,45.8,12.3
80.7,PS 042 R VERNAM                                 ,3.2,27Q042,76.7,2,45.2,2011-2012,17.5,19.6,54.8,1.7
79.6,PS 043                                          ,10.4,27Q043,66.1,2.2,49.4,2011-2012,27.6,15.1,50.6,2.2
74.9,PS 045 CLARENCE WITHERSPOON                     ,5.2,27Q045,78,5.9,46.1,2011-2012,12.4,11.2,53.9,2.3
33.8,PS 047 CHRIS GALAS                              ,0.8,27Q047,2.3,2.7,53.9,2011-2012,7.8,17.6,46.1,86.3
69.8,PS 051                                          ,20.4,27Q051,5.3,37.5,48.1,2011-2012,43.9,6.7,51.9,10.9
82.9,I S 053 BRIAN PICCOLO                           ,11.4,27Q053,63.5,0.2,47,2011-2012,35,23.8,53,1.1
63.3,PS 056 HARRY EICHLER                            ,13,27Q056,6.2,47.5,45.7,2011-2012,35.2,15.3,54.3,9.8
74.9,PS 060 WOODHAVEN                                ,13,27Q060,5.8,15.9,51,2011-2012,71.4,10.8,49,5.2
67.6,PS 062 CHESTER PARK                             ,15.5,27Q062,5.1,67.2,51.1,2011-2012,26.1,4.4,48.9,1
69.4,PS 063 OLD SOUTH                                ,13.3,27Q063,6.3,30.6,47.5,2011-2012,54.5,13.9,52.5,7.4
69.6,PS 064 JOSEPH P. ADDABBO                        ,21.6,27Q064,6.2,52.3,49.8,2011-2012,39.2,5.7,50.2,1.2
67.4,PS 65                                           ,7.4,27Q065,8.2,40.5,47.9,2011-2012,44.4,17.2,52.1,4.1
74.5,PS 066 JACQUELINE KENNEDY ONASSIS               ,22.9,27Q066,7.8,16.8,50.5,2011-2012,66,13.4,49.5,7.8
66.6,PS 090 HORACE MANN                              ,21.6,27Q090,8.2,31.9,49.5,2011-2012,55.4,15.5,50.5,4.6
68.9,PS 096                                          ,11.8,27Q096,33,35.4,50.4,2011-2012,18.3,8.6,49.6,3.5
80.9,PS 097 FOREST PARK                              ,17.2,27Q097,4.4,17.6,47.6,2011-2012,71.3,11.5,52.4,4
85.6,PS 100 GLEN MORRIS                              ,8.3,27Q100,10.2,62.6,43.2,2011-2012,22.2,14.3,56.8,4
79.8,PS 104 THE BAYS WATER                           ,7.2,27Q104,65.1,4.6,47.5,2011-2012,27.8,16.8,52.5,2.2
79.5,PS 105 THE BAY SCHOOL                           ,6.7,27Q105,61.3,2.2,49.3,2011-2012,32.3,14.1,50.7,3.7
97.6,PS 106                                          ,5.4,27Q106,69.5,5.1,48.6,2011-2012,21.6,18.1,51.4,3.8
73.1,PS 108 CAPT. VINCENT G. FOWLER                  ,4.7,27Q108,7.1,61.9,51.3,2011-2012,27.2,8.5,48.7,3.4
13,PS 114 BELLE HARBOR                             ,1.5,27Q114,1.9,1.4,48.8,2011-2012,5.6,14,51.2,90.5
