dbn,name,year,freelunch,ell,sped,asian,black,hisp,white,male,female
17K600,CLARA BARTON HIGH SCHOOL                        ,2011-2012,73,8.3,12.7,1.8,91.2,5.8,0.7,23.8,76.2
17K625,PAUL ROBESON HIGH SCHOOL                        ,2011-2012,77.9,3.4,25.5,0.9,87.1,9.5,1.5,54.9,45.1
17K751,ACADEMY FOR HEALTH CAREERS                      ,2011-2012,87.7,8,15.2,3.6,81.2,13.8,1.4,27.5,72.5
17K770,P.S. 770 NEW AMERICAN ACADEMY                   ,2011-2012,66.7,4.6,10.7,2.3,82.4,10.7,0,58.8,41.2
18K066,P.S. 66                                         ,2011-2012,65.3,1.7,8.7,0.4,90.6,6.9,2.1,43.7,56.3
18K068,IS 068 ISAAC BILDERSEE                          ,2011-2012,69.7,12.1,18,0.9,91.2,5.8,2,54.8,45.2
18K114,PS 114 RYDER ELEMENTARY                         ,2011-2012,68.9,13.1,9.2,1.2,85.2,9.5,4.1,50.8,49.2
18K115,PS 115 DANIEL MUCATEL SCHOOL                    ,2011-2012,70.9,4.9,7.1,2.5,87.8,5.4,3.7,47.7,52.3
18K135,PS 135 SHELDON A. BROOKNER                      ,2011-2012,86.1,3.2,7.6,0.5,93.4,4.3,1.5,51,49
18K208,PS 208 ELSA EBELING                             ,2011-2012,71.9,5.2,8.1,1.4,89.6,4.7,3.4,47.3,52.7
18K211,IS 211 JOHN WILSON                              ,2011-2012,65.2,3.6,17.8,2,88.7,7.3,1.8,52.4,47.6
18K219,PS 219 KENNEDY-KING                             ,2011-2012,80.8,6.5,15.7,0.1,92.4,6.2,0.7,53.9,46.1
18K233,PS 233 LANGSTON HUGHES                          ,2011-2012,81.9,2.6,10.9,0.3,96.1,2.6,0.9,50.5,49.5
18K235,PS 235 LENOX                                    ,2011-2012,62.2,1.2,4.2,1.2,95.3,2.5,0.7,45.7,54.3
18K244,PS 244 RICHARD R. GREEN                         ,2011-2012,72.6,3.1,18.6,0.2,96.4,2.4,0.9,54.3,45.7
18K268,PS 268 EMMA LAZARUS                             ,2011-2012,86.6,5.4,10.9,0.2,94.4,4.9,0.4,54.5,45.5
18K272,PS 272 CURTIS ESTABROOK                         ,2011-2012,87.7,4.5,18.7,1.7,79.9,14.8,1.5,49.5,50.5
18K276,PS 276 LOUIS MARSHALL                           ,2011-2012,68.2,7.3,13.9,0.9,93,2.3,0.9,54.5,45.5
18K279,PS 279 HERMAN SCHREIBER                         ,2011-2012,74.1,3.5,15.2,2,90.9,5.1,1.7,50.5,49.5
18K285,IS 285 MEYER LEVIN                              ,2011-2012,61.4,2.7,12.5,0.1,95.4,3.3,1,49.4,50.6
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL          ,2011-2012,75.6,3.5,18.4,0.4,91.8,7,0,43.8,56.3
18K563,ITAVA- IT TAKES A VILLAGE ACADEMY               ,2011-2012,76.5,30.4,11.5,1.8,92.9,4.5,0.5,49,51
18K566,BROOKLYN GENERATION SCHOOL                      ,2011-2012,60.5,5.7,19.6,1.5,88.8,8.5,0.9,61,39
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL               ,2011-2012,67.8,5,18.6,0.5,84.3,12.8,2.1,36.1,63.9
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL         ,2011-2012,62.6,9.5,20.1,0,88.1,8.8,1.7,64.3,35.7
18K576,VICTORY COLLEGIATE HIGH SCHOOL                  ,2011-2012,64.1,5.2,16.6,0.3,93.5,5.8,0,48.9,51.1
18K578,BROOKLYN BRIDGE ACADEMY                         ,2011-2012,65,2.8,11.1,0.9,88,9.2,0.9,58.5,41.5
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL         ,2011-2012,65.3,7.4,20.2,0.4,94,4.3,1.4,57.1,42.9
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY            ,2011-2012,80.2,2.9,19.7,0.5,87.2,10.7,0.5,49.3,50.7
18K589,ARTS & MEDIA PREPARATORY ACADEMY                ,2011-2012,54.4,3.4,17.4,0.7,89.4,9.6,0,47.4,52.6
18K598,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES    ,2011-2012,63.8,4.5,18.8,0.3,95,3.6,0.8,49.3,50.7
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND ME,2011-2012,61.3,8.1,18.1,1.3,85.8,10.6,1.3,66.5,33.5
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES      ,2011-2012,71.6,7.7,18.4,1.3,86.6,11.4,0.7,51.5,48.5
18K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS             ,2011-2012,75.2,3.3,10.4,1.7,85,12.4,0.2,21.5,78.5
18K635,OLYMPUS ACADEMY                                 ,2011-2012,51.1,1.5,9.4,1,86.2,11.3,1,50.2,49.8
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT    ,2011-2012,54.5,6.9,16.8,2.2,83.9,12,1.5,54.7,45.3
18K642,URBAN ACTION ACADEMY                            ,2011-2012,76.4,11.1,12.5,2.3,82.3,10.5,3.9,62.6,37.4
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL             ,2011-2012,56.7,0.5,8.9,1,88.7,9.4,0.5,52.2,47.8
19K007,PS 007 ABRAHAM LINCOLN                          ,2011-2012,87.4,15.7,9.8,4,15.9,78.2,0.9,50.7,49.3
19K013,PS 013 ROBERTO CLEMENTE                         ,2011-2012,90.7,7.9,7.8,0.6,71.7,25.2,1.9,48.6,51.4
19K065,THE LITTLE RED SCHOOL HOUSE                     ,2011-2012,85,22.5,8.6,4.4,17.2,74.9,1,51.3,48.7
19K089,PS 089 CYPRESS HILLS                            ,2011-2012,84.8,49.9,13,1.3,1.9,94.2,0,48.8,51.2
19K108,PS 108 SAL ABBRACCIAMENTO                       ,2011-2012,88.2,16.4,10.4,7.4,21,69.3,1,50,50
19K149,PS 149 DANNY KAYE                               ,2011-2012,94.3,7.6,11.8,1.6,67.1,30.1,0.7,46.8,53.2
19K158,PS 158 WARWICK                                  ,2011-2012,86.8,6.1,19.7,1.2,57.6,39.8,0.5,50.6,49.4
19K159,PS 159 ISAAC PITKIN                             ,2011-2012,77.3,17.4,7.6,30.3,44,22.6,1.4,52.9,47.1
19K166,JHS 166 GEORGE GERSHWIN                         ,2011-2012,73.8,5.4,28.5,0.9,76.6,21.3,0.4,58.9,41.1
19K171,I S 171 ABRAHAM LINCOLN                         ,2011-2012,88.7,23.1,10.4,8.7,14.9,73.9,1.3,49.8,50.2
19K174,PS 174 DUMONT                                   ,2011-2012,80.3,7.4,18.2,1.1,67.9,30,0.4,51,49
19K190,PS 190 SHEFFIELD                                ,2011-2012,91.1,3.5,13,0.4,77.5,20.8,1.3,47.2,52.8
19K202,PS 202 ERNEST S JENKYNS                         ,2011-2012,85.3,5.4,10.5,0.2,67.3,31.7,0.2,49.7,50.3
19K213,PS 213 NEW LOTS                                 ,2011-2012,91.5,4.8,16.1,0.2,83,14.7,1.2,53,47
19K214,PS 214 MICHAEL FRIEDSAM                         ,2011-2012,84.1,18.5,8,43.4,19.7,34,0.9,49.9,50.1
19K218,JHS 218 JAMES P SINNOTT                         ,2011-2012,86.3,14.2,20.4,19.6,42,35.7,2.4,53.3,46.7
19K224,PS 224 HALE A WOODRUFF                          ,2011-2012,83.7,4.8,13.2,1.2,73.8,24.1,0.8,50.5,49.5
19K260,PS 260 BREUCKELEN                               ,2011-2012,83.1,1.9,13.5,0,77.9,20.2,1,52.9,47.1
19K273,PS 273 WORTMAN                                  ,2011-2012,72.4,2.5,15.1,1,80,17.6,0.5,48.5,51.5
19K290,PS 290 JUAN MOREL CAMPOS                        ,2011-2012,89.9,22.4,7.6,3.8,25.4,69.2,1,51.9,48.1
19K292,JHS 292 MARGARET S DOUGLAS                      ,2011-2012,73.7,6.9,14.7,5.2,62.8,30.1,1.1,48.9,51.1
19K302,JHS 302 RAFAEL CORDERO                          ,2011-2012,76,18.7,14.5,5.7,32.6,59.6,1.1,53.2,46.8
19K306,PS 306 ETHAN ALLEN                              ,2011-2012,80.8,2.8,19.6,0.1,72.9,24.3,0.6,51.2,48.8
19K311,ESSENCE SCHOOL                                  ,2011-2012,90,6.6,16.5,0.5,75.3,23.6,0.5,42.3,57.7
19K325,THE FRESH CREEK SCHOOL                          ,2011-2012,60,5.3,9.8,0,75.8,23.5,0.8,50,50
19K328,PS 328 PHYLLIS WHEATLEY                         ,2011-2012,97.8,12.7,12.5,1.8,56.4,40.7,0.6,51.7,48.3
19K345,PS 345 PATROLMAN ROBERT BOLDEN                  ,2011-2012,93.1,11.2,8.9,4.1,47,48.2,0.6,49.7,50.3
19K346,PS 346 ABE STARK                                ,2011-2012,67.7,2.1,11,1.7,67.3,26.5,4.2,49.6,50.4
19K364,I S 364 GATEWAY                                 ,2011-2012,61.3,0.8,13.8,1,73.7,21.9,2.6,51,49
19K409,EAST NEW YORK FAMILY ACADEMY                    ,2011-2012,72.2,0.5,2.1,0.5,67.2,30.3,1.4,43.2,56.8
19K420,FRANKLIN K LANE HIGH SCHOOL                     ,2011-2012,64.3,38.4,12.5,4.5,11.6,82.1,1.8,51.8,48.2
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL   ,2011-2012,78.8,1.1,5.5,7.4,71.2,19.9,0.4,43.9,56.1
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY       ,2011-2012,70.9,5,21,1,73.8,23.4,1.6,81.1,18.9
19K504,HIGH SCHOOL FOR CIVIL RIGHTS                    ,2011-2012,60.5,9.7,16.2,2,74.3,22.2,1,54.4,45.6
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL      ,2011-2012,76,4.9,19.6,0.7,81.5,17.4,0,51.4,48.6
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SC,2011-2012,72.6,4.2,14.7,2.1,81.1,14.2,1.3,36.8,63.2
19K583,MULTICULTURAL HIGH SCHOOL                       ,2011-2012,73.4,94.6,1,0,0.2,99.8,0,49.8,50.2
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH,2011-2012,62.3,2.4,14.2,4.4,70.5,23.2,1.5,84.1,15.9
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY                ,2011-2012,75.8,12.1,19.3,7.4,38.4,50.2,3,70.3,29.7
19K639,BROOKLYN LAB SCHOOL                             ,2011-2012,76,15.4,19.4,1.5,30.7,65,1.3,58.4,41.6
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL     ,2011-2012,67.1,16.2,11.7,8.2,16.9,73.2,1.4,47.8,52.2
19K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIG,2011-2012,73.3,5.3,26.6,0.5,71.9,25.4,0.7,29.8,70.2
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE   ,2011-2012,85.1,4.3,11.2,2.3,66.7,28.8,1.5,46.6,53.4
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE       ,2011-2012,89.7,1.4,26.2,3.7,63.1,32.2,0.9,45.3,54.7
19K683,THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS ,2011-2012,81.9,9,17.7,10,54.3,34.7,0.6,37.6,62.4
20K030,IS 30 MARY WHITE OVINGTON                       ,2011-2012,62.5,15.4,10.6,18.4,2.5,26.3,52.5,48,52
20K048,PS 048 MAPELTON                                 ,2011-2012,77.5,19,12.2,55.5,0.8,20.6,22.2,51.3,48.7
20K062,JHS 062 THE DITMAS                              ,2011-2012,84,25.6,16.8,29.8,29.2,31.9,8.4,53.9,46.1
20K069,PS 69                                           ,2011-2012,84.7,54.7,6.9,76.8,0.7,12,10.3,54.8,45.2
20K102,PS 102 THE BAYVIEW                              ,2011-2012,60.4,13.5,16,13.2,0.9,25.6,60,52.2,47.8
20K104,PS 104 THE FORT HAMILTON                        ,2011-2012,48.7,9.4,9.3,17.2,4,27.2,50.9,53.7,46.3
20K105,PS 105 THE BLYTHEBOURNE                         ,2011-2012,80.1,58.5,5.5,91.9,0.2,4.4,3.4,51.8,48.2
20K112,PS 112 LEFFERTS PARK                            ,2011-2012,65.9,17.9,13.2,44.7,1.2,26.5,27.3,52.2,47.8
20K127,PS 127 MCKINLEY PARK                            ,2011-2012,72.4,16.6,18.4,13,1,22.2,63.3,51.8,48.2
20K160,PS 160 WILLIAM T. SAMPSON                       ,2011-2012,84.5,62,5.6,73.3,1.1,17.7,7.9,54.6,45.4
20K163,PS 163 BATH BEACH                               ,2011-2012,67.9,25.4,16.6,30.8,1.4,29.8,37.1,55.9,44.1
20K164,PS 164 CAESAR RODNEY                            ,2011-2012,86.6,19.5,19.5,25.8,1.6,57.5,14.3,48.9,51.1
20K170,PS 170 LEXINGTON                                ,2011-2012,75,36.8,10,37.2,1.4,21.3,39.6,51.9,48.1
20K176,PS 176 OVINGTON                                 ,2011-2012,70,18.7,10.6,56,0.2,17.1,26.5,51,49
20K179,PS 179 KENSINGTON                               ,2011-2012,84.3,41.4,11.7,45.1,4.3,31.4,18.5,52.8,47.2
20K180,PS 180 HOMEWOOD                                 ,2011-2012,63.1,17.3,13.4,36.5,1.2,19.8,41.3,54,46
20K185,PS 185 WALTER KASSENBROCK                       ,2011-2012,39,10.8,9.7,7.9,0,14.6,77.5,54.9,45.1
20K186,PS 186 DR. IRVING A GLADSTONE                   ,2011-2012,63.6,23.1,11.3,39.3,0.2,26.2,34.3,50.9,49.1
20K187,I S 187                                         ,2011-2012,52,1.8,3.1,69.8,0.5,3,26.7,47.8,52.2
20K192,PS 192 BROOKLYN                                 ,2011-2012,79,30.1,19.4,16.1,4.3,49,30.1,51.2,48.8
20K200,PS 200 BENSON SCHOOL                            ,2011-2012,64.9,17.3,7.2,32.4,1.8,19.2,46.1,51.6,48.4
20K201,JHS 201 THE DYKER HEIGHTS                       ,2011-2012,67.5,10.1,11.2,46.7,0.9,15.8,36.6,54.8,45.2
20K204,PS 204 VINCE LOMBARDI                           ,2011-2012,58.5,7.3,11.3,41.9,0.6,15.8,41.4,50.4,49.6
20K205,PS 205 CLARION                                  ,2011-2012,76.9,31.1,18.6,44.6,1.1,24.3,29.7,52.7,47.3
20K220,JHS 220 JOHN J PERSHING                         ,2011-2012,87.8,43.3,12,50.9,1.8,41.1,6.1,53,47
20K223,JHS 223 THE MONTAUK                             ,2011-2012,79.6,37,14.9,40.7,10.6,33.5,14.9,52.5,47.5
20K227,JHS 227 EDWARD B SHALLOW                        ,2011-2012,86.7,34.2,15.6,57.4,0.8,26.3,15.4,52.4,47.6
20K229,PS 229 DYKER                                    ,2011-2012,43.2,8.2,10.3,44.2,0.8,11.3,43.1,53,47
20K247,PS 247 BROOKLYN                                 ,2011-2012,68.7,21.8,10.8,47.6,1.1,12.4,39,44.9,55.1
20K259,JHS 259 WILLIAM MCKINLEY                        ,2011-2012,81.9,21.4,11.3,43.7,2,27.2,27,53.7,46.3
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ART,2011-2012,51.4,26.6,16.5,17.3,2.9,33.8,45.3,53.2,46.8
20K310,P.S. 310                                        ,2011-2012,94.6,57.1,12.4,75.3,0.6,15.3,8.2,59.4,40.6
20K445,NEW UTRECHT HIGH SCHOOL                         ,2011-2012,59,23,15.6,35.9,5.5,28,30.5,59.3,40.7
20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNO,2011-2012,67.3,4.9,19.4,19.2,9.5,54.1,16.8,53.5,46.5
20K490,FORT HAMILTON HIGH SCHOOL                       ,2011-2012,45.9,21.2,12.8,30.3,5,30.2,34.2,53.4,46.6
20K503,NEW SCHOOL @ K314                               ,2011-2012,93,54.2,17.3,17.5,1,78.2,3.1,52.6,47.4
20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL           ,2011-2012,74.3,39.4,10.8,44.2,9.4,27.3,18.6,58.4,41.6
20K506,NEW SCHOOL #2 @ K314                            ,2011-2012,86.9,27.2,12.7,22,0.9,72.9,3.7,52.2,47.8
20K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE      ,2011-2012,82.7,15.5,17.1,35,33.7,21.9,9.1,0,100
20K682,THE ACADEMY OF TALENTED SCHOLARS                ,2011-2012,44.3,14.5,11.1,20.1,2.6,10.3,66.7,53.4,46.6
20K686,THE BROOKLYN SCHOOL OF INQUIRY                  ,2011-2012,14.8,5.1,2.4,11.8,7.8,4.3,76.1,45.9,54.1
20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS    ,2011-2012,46.3,5.7,10.2,43.5,0.4,14.2,40.2,50,50
20K971,P.S. 971                                        ,2011-2012,84.8,59.4,9.4,58.1,0.6,35.6,5.6,56.9,43.1
21K090,PS 90 EDNA COHEN SCHOOL                         ,2011-2012,78.6,18,15.3,7.2,15,58.6,18.7,45.6,54.4
21K095,PS 095 THE GRAVESEND                            ,2011-2012,63.8,19.1,16.2,21.3,7.9,32.2,34.1,50.7,49.3
21K096,IS 096 SETH LOW                                 ,2011-2012,68.1,18.3,18.4,32.8,13.2,29.5,24.1,53.9,46.1
21K097,PS 097 THE HIGHLAWN                             ,2011-2012,57.6,21,13.8,51.3,0.9,18.3,29.1,47.6,52.4
21K098,IS 98 BAY ACADEMY                               ,2011-2012,32.1,1,4,30.6,6.4,9,53.2,46.4,53.6
21K099,PS 099 ISAAC ASIMOV                             ,2011-2012,76.2,22.5,18.8,38.6,12.5,20.3,28.4,49.5,50.5
21K100,PS 100 THE CONEY ISLAND                         ,2011-2012,43.3,13.5,11.2,2.9,5.4,7.8,83.2,48.5,51.5
21K101,PS 101 THE VERRAZANO                            ,2011-2012,63.9,15.5,12.9,55.9,0.7,15.5,27.9,54,46
21K121,PS 121 NELSON A ROCKEFELLER                     ,2011-2012,75,13.2,17.6,16.3,2.5,41.4,39.8,47,53
21K128,PS 128 BENSONHURST                              ,2011-2012,73.4,25.3,11,28.7,0.5,22.2,47.3,52,48
21K153,PS 153 HOMECREST                                ,2011-2012,75,23.9,12.2,35.1,3.3,25.2,33.5,48.8,51.2
21K177,PS 177 THE MARLBORO                             ,2011-2012,71.8,30.5,12.1,29.3,0.8,28.7,40.8,49.2,50.8
21K188,PS 188 MICHAEL E BERDY                          ,2011-2012,82.4,4.2,17.3,7,46.1,36.1,10.3,47.3,52.7
21K199,PS 199 FREDERICK WACHTEL                        ,2011-2012,69.6,29.9,17,30.5,2.6,20,46.7,54.3,45.7
21K209,PS 209 MARGARET MEAD                            ,2011-2012,63.7,22.6,15.4,29.5,3.7,22.3,44,47.9,52.1
21K212,PS 212 LADY DEBORAH MOODY                       ,2011-2012,72,20.2,17.1,28.7,20.6,25,24.8,52.3,47.7
21K215,PS 215 MORRIS H WEISS                           ,2011-2012,53.3,8.8,9.2,21.5,3.6,25.7,47.7,46.7,53.3
21K216,PS 216 ARTURO TOSCANINI                         ,2011-2012,63.7,13.2,13.6,22.6,5.3,17.1,54.9,51.2,48.8
21K225,PS 225 THE EILEEN E ZAGLIN                      ,2011-2012,66.5,38.2,18.7,17.1,2.1,38,41.5,53.6,46.4
21K226,PS 226 ALFRED DE B.MASON                        ,2011-2012,78.7,23.6,19.2,27.5,2.3,29,40.9,55.2,44.8
21K228,IS 228 DAVID A BOODY                            ,2011-2012,72.2,17.9,16.1,32.5,9.7,28.4,29.2,56.7,43.3
21K238,PS 238 ANNE SULLIVAN                            ,2011-2012,80.4,24,23.9,19.3,5.3,50.8,24.5,51.4,48.6
21K239,IS 239 MARK TWAIN                               ,2011-2012,32.2,0.6,3.1,32,10.3,6.2,51.4,46.2,53.8
21K253,PS 253 OCEAN VIEW                               ,2011-2012,86.1,26.7,11.8,38.4,0.9,45,14.8,48.7,51.3
21K281,IS 281 JOSEPH B CAVALLARO                       ,2011-2012,72,17.7,15.6,39.1,8.4,22.9,29.4,52,48
21K288,PS 288 THE SHIRLEY TANYHILL                     ,2011-2012,86.8,5.4,16.9,2.9,52.1,39.1,5.4,48.4,51.6
21K303,IS 303 HERBERT S. EISENBERG                     ,2011-2012,64.1,11.5,16.2,20.1,13.6,32.6,33.2,47.7,52.3
21K329,PS 329 SURFSIDE                                 ,2011-2012,83.9,2.9,21,3.7,63.1,25.5,7.5,49.4,50.6
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE          ,2011-2012,73.8,89.2,0.3,42,14,21,22.7,58.9,41.1
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES   ,2011-2012,70.4,11,16,12.3,24.1,25.8,37.6,53.6,46.4
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT                ,2011-2012,69.2,2.4,14.6,2.7,68.4,23,5.9,88.9,11.1
21K410,ABRAHAM LINCOLN HIGH SCHOOL                     ,2011-2012,53.3,16.7,11.5,19.3,35.1,20.1,25.1,56.4,43.6
21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL               ,2011-2012,70,2.8,15.7,7.2,25,22.7,44.7,57.8,42.2
21K525,EDWARD R. MURROW HIGH SCHOOL                    ,2011-2012,28.5,9.1,14.1,27.1,24.1,17.6,30.8,42.4,57.6
21K540,JOHN DEWEY HIGH SCHOOL                          ,2011-2012,58.7,19.6,8.7,39.1,30.6,19.1,10.8,51.5,48.5
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC     ,2011-2012,72,4.8,20.3,4.8,44.6,29.9,20.3,51,49
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEAD,2011-2012,64.4,21.7,16.4,19.5,19.5,41.2,19.5,51.3,48.7
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION ,2011-2012,74.3,3.1,22.7,3.2,74.9,14,6.9,78,22
21K690,BROOKLYN STUDIO SECONDARY SCHOOL                ,2011-2012,49.9,8.4,18.7,12.8,7.2,23.1,56.5,50.1,49.9
21K728,LIBERATION DIPLOMA PLUS                         ,2011-2012,82.3,1.6,6.3,2.6,44,37.7,15.2,41.9,58.1
22K014,JHS 014 SHELL BANK                              ,2011-2012,72.1,17.5,29.3,10.3,61.3,13.9,14.4,54.1,45.9
22K052,PS 052 SHEEPSHEAD BAY                           ,2011-2012,65.4,15.2,14.2,5.1,17.8,12.5,64.3,53.4,46.6
22K078,JHS 078 ROY H MANN                              ,2011-2012,54.1,4.3,18.5,3.8,71.1,9.1,15,52.1,47.9
22K109,PS 109                                          ,2011-2012,78.7,12.8,21,1.3,76.4,20.7,1.6,51.4,48.6
22K119,PS 119 AMERSFORT                                ,2011-2012,64.2,10.4,11.2,10.6,76.6,11.4,1.2,49.3,50.7
22K134,K134                                            ,2011-2012,92.9,19.1,11,27.4,25.1,23,24.1,48.1,51.9
22K139,PS 139 ALEXINE A. FENTY                         ,2011-2012,79.1,23.3,9.4,18.1,36.8,34,10,48.2,51.8
22K152,SCHOOL OF SCIENCE & TECHNOLOGY                  ,2011-2012,74,12,11.5,5.6,68.9,19.3,4.9,50.1,49.9
22K193,PS 193 GIL HODGES                               ,2011-2012,63.4,12.4,12.2,13.9,54.3,14.3,15,50.9,49.1
22K194,PS 194 RAOUL WALLENBERG                         ,2011-2012,82.3,10.5,18.4,11.4,46.3,29.5,11.9,47.2,52.8
22K195,PS 195 MANHATTAN BEACH                          ,2011-2012,21.1,9.4,4.9,1.2,3.3,1.4,93.6,53.6,46.4
22K197,PS 197 BROOKLYN                                 ,2011-2012,61.4,15.3,21.2,9.5,22.1,21.8,46.2,50.2,49.8
22K198,PS 198 BROOKLYN                                 ,2011-2012,66.3,4.1,9.6,3.1,88,6.1,0.7,50.6,49.4
22K203,PS 203 FLOYD BENNETT                            ,2011-2012,73.9,5.3,14,2,82.1,9.7,5.5,50.9,49.1
22K206,PS 206 JOSEPH F LAMB                            ,2011-2012,62,15.5,9.2,48.8,3.8,8.6,38.5,51.5,48.5
22K207,PS 207 ELIZABETH C LEARY                        ,2011-2012,35.9,2.4,12.4,9.3,30.7,13.8,45.1,50,50
22K217,PS 217 COLONEL DAVID MARCUS SCHOOL              ,2011-2012,78,20.1,12.4,50.3,12.7,19.6,15.8,50,50
22K222,PS 222 KATHERINE R SNYDER                       ,2011-2012,40.2,6.1,17.6,18.5,17.9,17.5,44.2,53.3,46.7
22K234,JHS 234 ARTHUR W CUNNINGHAM                     ,2011-2012,60.2,6.9,7.2,27.6,19.1,13.1,39.8,50.4,49.6
22K236,PS 236 MILL BASIN                               ,2011-2012,33.6,4.1,13.2,6.7,26,7.5,58.4,47.6,52.4
22K240,ANDRIES HUDDE                                   ,2011-2012,73.8,9.6,14.5,15.3,68.6,13,2.9,51.7,48.3
22K245,PS 245                                          ,2011-2012,90.7,9.6,8.4,0.4,67.8,30.3,1.5,45.6,54.4
22K251,PS 251 PAEDERGAT                                ,2011-2012,74.4,5.5,15.1,3.5,80.6,11.4,4.4,52.2,47.8
22K254,PS 254 DAG HAMMARSKJOLD                         ,2011-2012,64.9,18.7,7.6,34.7,5,10.1,49.7,48.6,51.4
22K255,PS 255 BARBARA REING SCHOOL                     ,2011-2012,59,16,17.6,22.9,4.2,14.2,57.6,57.3,42.7
22K269,PS 269 NOSTRAND                                 ,2011-2012,81.6,11.5,17.7,1.3,92.5,5.4,0.9,52.2,47.8
22K277,PS 277 GERRITSEN BEACH                          ,2011-2012,29.4,1.9,15.1,4.2,4.2,12.1,79,48.8,51.2
22K278,JHS 278 MARINE PARK                             ,2011-2012,62.6,4.4,13.6,5.8,48.8,15.9,29,46.3,53.7
22K312,PS 312 BERGEN BEACH                             ,2011-2012,41.5,3,12.7,3.3,36.5,10.3,48.3,50,50
22K315,P.S. 315 DIST 22.                               ,2011-2012,72,11.5,11.2,7.9,73.4,15.2,2.9,49,51
22K326,PS 326                                          ,2011-2012,66.2,22.9,6.1,12.8,68.7,14.5,2.2,48,52
22K361,P.S. 361                                        ,2011-2012,80.6,9.2,8.2,1,91.6,6.4,0.8,56.3,43.7
22K381,I. S. 381                                       ,2011-2012,54.3,4.1,13.4,9,62.4,19.8,8.8,52.3,47.7
22K405,MIDWOOD HIGH SCHOOL                             ,2011-2012,41.2,3.7,5.2,31.7,35.2,11.7,21.2,45.3,54.7
22K425,JAMES MADISON HIGH SCHOOL                       ,2011-2012,58.3,13.2,12.4,20.8,17.9,14.5,46.4,54.4,45.6
22K495,SHEEPSHEAD BAY HIGH SCHOOL                      ,2011-2012,53.1,21.7,13.1,12,61.8,15.8,10.1,53.2,46.8
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES  ,2011-2012,29,0.5,7.3,13.5,9.4,10.8,65.6,41.2,58.8
22K555,BROOKLYN COLLEGE ACADEMY                        ,2011-2012,48.4,0.2,1.7,5.9,77.9,12.4,2.7,36.3,63.7
23K041,PS 041 FRANCIS WHITE                            ,2011-2012,91.1,5.6,22.2,0.8,67.3,30.2,0.9,50.3,49.7
23K073,PS 073 THOMAS S. BOYLAND                        ,2011-2012,85.5,6,19.5,1,81.5,15.4,1.8,55,45
23K137,PS 137 RACHEL JEAN MITCHELL                     ,2011-2012,98.8,4.4,16,0.3,79.9,19.5,0,50,50
23K150,PS 150 CHRISTOPHER                              ,2011-2012,97.3,12.5,21.1,0.4,65.1,32.3,1.3,56.5,43.5
23K155,PS 155 NICHOLAS HERKIMER                        ,2011-2012,92.1,10.9,18.6,1.5,58.8,38,1.3,50.4,49.6
23K156,PS 156 WAVERLY                                  ,2011-2012,79,3.8,10.7,0.6,81.5,16.9,0.6,54.4,45.6
23K165,PS 165 IDA POSNER                               ,2011-2012,77.9,3.9,17.4,0.8,89.7,7.8,1.5,53.6,46.4
23K178,PS 178 ST.CLAIR MCKELWAY                        ,2011-2012,85.8,5.2,10.3,0.5,78.8,17.9,1.6,50.3,49.7
